	6AMay	3CJuly	6DMay	8CMay	8CJuly	6CMay	6AJuly	6DJuly	3AJuly	8BJuly	8BMay	3CMay	3BJuly	8AJuly	8AMay	3AMay	6CJuly	3BMay	0CJuly	0CMay	0AJuly	1DJuly	0BMay	1GMay	0BJuly	0AMay	1FJuly	1FMay	1DMay	1GJuly	taxonomy
denovo135	10.0	7.0	2.0	16.0	9.0	14.0	8.0	5.0	5.0	7.0	7.0	13.0	4.0	6.0	14.0	6.0	1.0	7.0	22.0	11.0	14.0	3.0	1.0	12.0	13.0	7.0	4.0	8.0	11.0	20.0	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__"
denovo111	6.0	5.0	7.0	4.0	16.0	8.0	18.0	6.0	3.0	15.0	35.0	4.0	7.0	10.0	12.0	2.0	6.0	2.0	27.0	12.0	11.0	4.0	3.0	3.0	9.0	6.0	2.0	4.0	14.0	4.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__[Marinicellales]; f__[Marinicellaceae]; g__; s__"
denovo176	25.0	11.0	8.0	7.0	19.0	13.0	6.0	3.0	12.0	23.0	6.0	19.0	12.0	5.0	22.0	16.0	4.0	18.0	13.0	3.0	5.0	2.0	0.0	3.0	2.0	1.0	0.0	3.0	3.0	0.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Microbulbifer; s__"
denovo278	8.0	2.0	1.0	41.0	67.0	6.0	17.0	1.0	1.0	12.0	67.0	0.0	0.0	10.0	6.0	2.0	3.0	0.0	0.0	2.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	2.0	4.0	2.0	"k__Bacteria; p__Actinobacteria; c__Nitriliruptoria; o__Euzebyales; f__Euzebyaceae; g__Euzebya; s__"
denovo114	11.0	3.0	8.0	34.0	11.0	5.0	5.0	4.0	0.0	9.0	46.0	6.0	7.0	31.0	36.0	4.0	6.0	2.0	7.0	6.0	2.0	1.0	1.0	2.0	2.0	4.0	1.0	0.0	1.0	2.0	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__NB1-i; g__; s__"
denovo124	0.0	0.0	0.0	30.0	16.0	1.0	0.0	0.0	0.0	9.0	28.0	0.0	0.0	14.0	25.0	0.0	0.0	0.0	2.0	4.0	7.0	8.0	2.0	29.0	3.0	4.0	14.0	13.0	12.0	33.0	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__"
denovo89	21.0	9.0	1.0	10.0	11.0	15.0	11.0	0.0	3.0	1.0	28.0	11.0	9.0	13.0	18.0	3.0	10.0	9.0	4.0	6.0	7.0	3.0	1.0	14.0	2.0	1.0	16.0	9.0	5.0	1.0	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__"
denovo142	10.0	6.0	13.0	21.0	23.0	26.0	3.0	7.0	3.0	9.0	30.0	17.0	6.0	11.0	23.0	2.0	8.0	13.0	4.0	3.0	0.0	1.0	0.0	1.0	3.0	0.0	1.0	1.0	4.0	2.0	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__"
denovo27	0.0	0.0	2.0	4.0	6.0	0.0	1.0	2.0	0.0	1.0	6.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	3.0	4.0	5.0	12.0	1.0	34.0	1.0	4.0	11.0	12.0	31.0	106.0	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__"
denovo326	10.0	3.0	10.0	19.0	19.0	13.0	3.0	4.0	1.0	4.0	17.0	8.0	0.0	12.0	24.0	1.0	6.0	5.0	3.0	1.0	1.0	6.0	0.0	16.0	6.0	0.0	5.0	10.0	30.0	12.0	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__"
denovo724	6.0	32.0	7.0	14.0	8.0	5.0	23.0	7.0	9.0	4.0	10.0	6.0	10.0	9.0	2.0	31.0	1.0	18.0	5.0	3.0	6.0	3.0	1.0	7.0	6.0	1.0	1.0	3.0	5.0	5.0	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__A17; s__"
denovo230	7.0	0.0	8.0	3.0	16.0	12.0	8.0	3.0	0.0	3.0	10.0	1.0	0.0	10.0	2.0	0.0	3.0	1.0	0.0	0.0	4.0	14.0	1.0	28.0	0.0	0.0	8.0	19.0	15.0	70.0	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__"
denovo137	3.0	0.0	12.0	0.0	7.0	3.0	5.0	0.0	0.0	2.0	10.0	0.0	0.0	10.0	5.0	0.0	2.0	0.0	9.0	4.0	6.0	3.0	3.0	42.0	10.0	4.0	3.0	37.0	20.0	46.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Thermomonas"
denovo94	6.0	0.0	9.0	7.0	14.0	3.0	2.0	3.0	0.0	4.0	34.0	0.0	0.0	15.0	21.0	0.0	0.0	0.0	5.0	1.0	7.0	4.0	3.0	8.0	36.0	3.0	6.0	14.0	8.0	25.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteimonas; s__"
denovo218	8.0	0.0	6.0	0.0	7.0	1.0	1.0	1.0	1.0	4.0	10.0	3.0	1.0	13.0	28.0	3.0	4.0	4.0	3.0	5.0	5.0	5.0	1.0	26.0	1.0	3.0	23.0	18.0	17.0	36.0	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae"
denovo387	1.0	0.0	4.0	4.0	3.0	3.0	0.0	2.0	1.0	1.0	10.0	2.0	2.0	6.0	6.0	3.0	1.0	5.0	26.0	26.0	33.0	2.0	3.0	21.0	12.0	12.0	6.0	8.0	16.0	16.0	"k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__"
denovo598	4.0	18.0	2.0	5.0	6.0	2.0	4.0	2.0	6.0	0.0	11.0	26.0	9.0	2.0	8.0	14.0	1.0	34.0	10.0	10.0	6.0	0.0	3.0	9.0	2.0	10.0	2.0	5.0	12.0	8.0	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__"
denovo104	14.0	2.0	8.0	2.0	2.0	8.0	4.0	3.0	12.0	3.0	9.0	18.0	15.0	10.0	12.0	17.0	2.0	20.0	2.0	2.0	2.0	9.0	0.0	4.0	0.0	0.0	4.0	2.0	30.0	14.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__OM60; g__; s__"
denovo73	36.0	1.0	20.0	18.0	12.0	36.0	5.0	6.0	4.0	6.0	18.0	2.0	6.0	13.0	21.0	4.0	12.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__HTCC2188; g__HTCC; s__"
denovo1206	3.0	9.0	9.0	9.0	9.0	2.0	2.0	0.0	3.0	3.0	3.0	18.0	5.0	3.0	16.0	10.0	0.0	23.0	6.0	11.0	4.0	5.0	2.0	26.0	1.0	1.0	9.0	5.0	19.0	10.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__; s__"
denovo83	11.0	4.0	4.0	1.0	4.0	18.0	3.0	0.0	1.0	3.0	6.0	2.0	7.0	3.0	16.0	2.0	1.0	11.0	31.0	7.0	6.0	2.0	1.0	17.0	14.0	4.0	4.0	16.0	24.0	2.0	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__"
denovo112	16.0	2.0	11.0	8.0	14.0	10.0	3.0	2.0	0.0	8.0	28.0	6.0	4.0	9.0	33.0	4.0	0.0	9.0	0.0	1.0	0.0	6.0	0.0	13.0	1.0	0.0	7.0	11.0	8.0	10.0	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__; s__"
denovo180	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	4.0	14.0	0.0	1.0	1.0	2.0	1.0	1.0	4.0	2.0	59.0	1.0	4.0	3.0	28.0	36.0	50.0	"k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__; g__; s__"
denovo63	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	4.0	1.0	5.0	3.0	0.0	0.0	0.0	31.0	12.0	27.0	8.0	5.0	23.0	8.0	15.0	18.0	10.0	8.0	31.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Blastomonas; s__natatoria"
denovo15	20.0	0.0	18.0	24.0	16.0	31.0	17.0	18.0	4.0	12.0	19.0	0.0	0.0	0.0	11.0	6.0	7.0	6.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	3.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Amaricoccus; s__"
denovo86	9.0	2.0	10.0	7.0	12.0	5.0	1.0	0.0	1.0	3.0	5.0	10.0	6.0	12.0	27.0	6.0	3.0	10.0	0.0	0.0	0.0	8.0	0.0	10.0	0.0	0.0	17.0	9.0	15.0	27.0	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__; s__"
denovo453	6.0	23.0	4.0	10.0	8.0	9.0	8.0	2.0	6.0	3.0	11.0	35.0	2.0	3.0	9.0	9.0	3.0	19.0	3.0	4.0	2.0	2.0	1.0	5.0	3.0	3.0	1.0	1.0	12.0	7.0	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__"
denovo144	30.0	4.0	23.0	18.0	18.0	32.0	6.0	6.0	0.0	8.0	29.0	4.0	0.0	13.0	14.0	1.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__"
denovo81	7.0	7.0	0.0	6.0	1.0	1.0	2.0	0.0	12.0	2.0	3.0	19.0	16.0	2.0	5.0	5.0	1.0	20.0	16.0	37.0	9.0	4.0	15.0	7.0	3.0	2.0	3.0	0.0	7.0	0.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__"
denovo116	13.0	0.0	39.0	22.0	25.0	10.0	8.0	6.0	1.0	9.0	20.0	6.0	9.0	7.0	8.0	1.0	3.0	6.0	2.0	3.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0	7.0	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__; s__"
denovo106	10.0	1.0	22.0	23.0	9.0	12.0	3.0	5.0	5.0	7.0	18.0	4.0	3.0	5.0	16.0	5.0	8.0	6.0	13.0	9.0	9.0	1.0	2.0	2.0	4.0	0.0	0.0	2.0	5.0	0.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__HTCC2188; f__HTCC2089; g__; s__"
denovo164	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	16.0	15.0	13.0	3.0	12.0	70.0	5.0	8.0	6.0	30.0	19.0	7.0	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
denovo29	20.0	9.0	14.0	9.0	15.0	9.0	13.0	4.0	6.0	7.0	20.0	13.0	7.0	12.0	8.0	11.0	3.0	12.0	2.0	1.0	0.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	4.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae; g__; s__"
denovo23	0.0	0.0	4.0	1.0	1.0	0.0	1.0	1.0	0.0	3.0	3.0	0.0	1.0	1.0	15.0	0.0	7.0	2.0	11.0	6.0	7.0	9.0	1.0	26.0	1.0	4.0	15.0	19.0	39.0	30.0	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Arenibacter; s__"
denovo123	5.0	3.0	5.0	3.0	3.0	10.0	2.0	3.0	3.0	2.0	7.0	10.0	9.0	5.0	9.0	7.0	2.0	9.0	20.0	15.0	14.0	5.0	8.0	12.0	6.0	5.0	5.0	4.0	10.0	5.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__"
denovo95	16.0	0.0	16.0	7.0	11.0	27.0	4.0	1.0	0.0	3.0	20.0	2.0	0.0	2.0	13.0	4.0	4.0	5.0	19.0	8.0	21.0	3.0	1.0	1.0	8.0	4.0	2.0	1.0	1.0	1.0	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__"
denovo35	12.0	11.0	2.0	13.0	9.0	19.0	14.0	3.0	4.0	9.0	19.0	6.0	7.0	11.0	25.0	5.0	14.0	16.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	"k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__CFB-26; f__; g__; s__"
denovo581	11.0	5.0	10.0	6.0	1.0	2.0	3.0	6.0	4.0	1.0	2.0	6.0	0.0	1.0	3.0	5.0	0.0	7.0	24.0	25.0	10.0	1.0	13.0	5.0	21.0	14.0	1.0	1.0	17.0	0.0	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Desulfuromonadaceae"
denovo449	11.0	0.0	7.0	44.0	26.0	26.0	5.0	3.0	2.0	9.0	32.0	0.0	1.0	7.0	17.0	4.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__[Entotheonellales]; f__[Entotheonellaceae]; g__Candidatus Entotheonella; s__"
denovo8	4.0	0.0	17.0	6.0	16.0	13.0	7.0	5.0	4.0	2.0	10.0	1.0	4.0	7.0	10.0	1.0	3.0	3.0	3.0	0.0	2.0	9.0	0.0	6.0	2.0	1.0	3.0	10.0	12.0	42.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Dokdonella; s__"
denovo779	3.0	1.0	3.0	0.0	0.0	2.0	1.0	2.0	1.0	2.0	3.0	0.0	1.0	2.0	4.0	1.0	1.0	2.0	1.0	3.0	3.0	10.0	0.0	45.0	0.0	5.0	11.0	29.0	39.0	24.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae"
denovo313	7.0	4.0	6.0	21.0	7.0	10.0	12.0	9.0	2.0	8.0	15.0	0.0	7.0	7.0	6.0	0.0	6.0	5.0	12.0	4.0	8.0	7.0	0.0	4.0	7.0	4.0	1.0	9.0	2.0	7.0	"k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__"
denovo55	20.0	0.0	28.0	3.0	11.0	28.0	8.0	5.0	0.0	6.0	7.0	0.0	0.0	8.0	10.0	0.0	7.0	0.0	9.0	7.0	8.0	0.0	6.0	2.0	13.0	3.0	1.0	2.0	0.0	5.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__"
denovo378	7.0	6.0	7.0	39.0	34.0	2.0	8.0	1.0	7.0	0.0	14.0	14.0	2.0	7.0	2.0	10.0	1.0	13.0	6.0	3.0	4.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__envOPS12; f__; g__; s__"
denovo85	4.0	0.0	6.0	2.0	7.0	5.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	22.0	13.0	26.0	5.0	11.0	7.0	18.0	6.0	3.0	26.0	3.0	24.0	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
denovo571	0.0	12.0	1.0	0.0	0.0	2.0	1.0	0.0	3.0	0.0	0.0	8.0	14.0	1.0	3.0	16.0	0.0	8.0	5.0	1.0	0.0	7.0	1.0	35.0	3.0	1.0	5.0	19.0	20.0	27.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__"
denovo66	10.0	5.0	7.0	26.0	22.0	13.0	27.0	18.0	2.0	7.0	20.0	1.0	0.0	8.0	10.0	1.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__; g__; s__"
denovo33	4.0	2.0	3.0	34.0	24.0	1.0	18.0	0.0	0.0	13.0	35.0	0.0	0.0	32.0	15.0	1.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__; g__; s__"
denovo147	3.0	9.0	14.0	14.0	24.0	9.0	23.0	13.0	2.0	11.0	25.0	2.0	3.0	7.0	10.0	2.0	13.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__; s__"
denovo88	2.0	13.0	5.0	23.0	3.0	2.0	8.0	2.0	14.0	3.0	23.0	10.0	11.0	24.0	21.0	14.0	2.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__"
denovo107	11.0	11.0	1.0	0.0	5.0	3.0	15.0	0.0	10.0	2.0	1.0	38.0	13.0	3.0	4.0	25.0	5.0	38.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__; s__"
denovo101	9.0	13.0	9.0	23.0	11.0	11.0	23.0	6.0	7.0	6.0	10.0	3.0	1.0	6.0	5.0	11.0	3.0	12.0	1.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	1.0	3.0	0.0	5.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__; s__"
denovo193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	13.0	4.0	10.0	6.0	2.0	41.0	5.0	4.0	12.0	29.0	16.0	40.0	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"
denovo127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	56.0	19.0	3.0	41.0	0.0	9.0	24.0	10.0	0.0	0.0	0.0	"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cyclobacteriaceae; g__; s__"
denovo575	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	26.0	21.0	34.0	0.0	21.0	9.0	2.0	31.0	0.0	11.0	16.0	0.0	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"
denovo289	33.0	10.0	7.0	5.0	5.0	18.0	11.0	0.0	6.0	1.0	1.0	7.0	4.0	12.0	22.0	7.0	3.0	22.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__"
denovo54	7.0	0.0	4.0	10.0	20.0	3.0	11.0	1.0	0.0	15.0	66.0	0.0	0.0	21.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Gemmatimonadetes; c__Gemm-5; o__; f__; g__; s__"
denovo67	4.0	22.0	6.0	4.0	12.0	1.0	9.0	1.0	16.0	4.0	3.0	13.0	15.0	12.0	4.0	17.0	2.0	23.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__"
denovo214	2.0	14.0	2.0	4.0	5.0	5.0	2.0	2.0	6.0	2.0	3.0	20.0	6.0	12.0	24.0	4.0	1.0	18.0	6.0	6.0	2.0	3.0	0.0	4.0	0.0	0.0	5.0	1.0	12.0	1.0	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
denovo477	3.0	7.0	7.0	24.0	18.0	5.0	21.0	6.0	8.0	0.0	3.0	24.0	6.0	0.0	0.0	8.0	9.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__; g__; s__"
denovo350	8.0	6.0	6.0	8.0	6.0	10.0	8.0	1.0	2.0	6.0	16.0	9.0	5.0	4.0	14.0	2.0	5.0	11.0	7.0	9.0	3.0	2.0	2.0	8.0	3.0	2.0	2.0	0.0	5.0	1.0	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria"
denovo46	14.0	0.0	10.0	14.0	5.0	4.0	0.0	4.0	0.0	6.0	19.0	0.0	0.0	8.0	27.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	11.0	2.0	11.0	24.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__"
denovo548	1.0	4.0	1.0	1.0	4.0	1.0	1.0	1.0	0.0	1.0	5.0	3.0	2.0	2.0	1.0	1.0	0.0	1.0	19.0	8.0	34.0	6.0	5.0	11.0	38.0	5.0	1.0	3.0	7.0	2.0	"k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Luteolibacter; s__"
denovo182	6.0	1.0	4.0	29.0	25.0	12.0	9.0	3.0	1.0	7.0	20.0	4.0	3.0	9.0	16.0	6.0	6.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	"k__Bacteria; p__Actinobacteria; c__Nitriliruptoria; o__Nitriliruptorales; f__Nitriliruptoraceae; g__; s__"
denovo65	8.0	16.0	8.0	10.0	11.0	17.0	3.0	9.0	10.0	5.0	5.0	18.0	8.0	4.0	6.0	13.0	1.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__DRC31; f__; g__; s__"
denovo21	2.0	6.0	1.0	8.0	3.0	5.0	1.0	0.0	2.0	3.0	1.0	11.0	7.0	10.0	29.0	3.0	0.0	9.0	4.0	2.0	0.0	3.0	2.0	9.0	0.0	0.0	5.0	7.0	29.0	4.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__HOC36; f__; g__; s__"
denovo105	10.0	0.0	23.0	9.0	23.0	19.0	15.0	7.0	0.0	12.0	19.0	0.0	0.0	1.0	5.0	0.0	4.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	1.0	6.0	0.0	6.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__; s__"
denovo455	16.0	0.0	11.0	13.0	9.0	11.0	13.0	8.0	2.0	7.0	13.0	8.0	0.0	11.0	13.0	7.0	6.0	7.0	1.0	1.0	0.0	3.0	1.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__JTB38; g__; s__"
denovo227	3.0	0.0	22.0	3.0	18.0	6.0	8.0	2.0	0.0	8.0	11.0	0.0	0.0	8.0	24.0	1.0	3.0	0.0	0.0	0.0	2.0	1.0	0.0	6.0	0.0	0.0	3.0	14.0	9.0	14.0	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Aequorivita; s__"
denovo268	2.0	18.0	3.0	18.0	10.0	9.0	2.0	5.0	19.0	4.0	4.0	19.0	11.0	3.0	0.0	8.0	8.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Pelobacteraceae"
denovo215	3.0	0.0	4.0	10.0	20.0	7.0	2.0	2.0	0.0	24.0	20.0	0.0	0.0	6.0	33.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	2.0	23.0	"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__; s__"
denovo210	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	33.0	16.0	32.0	2.0	11.0	6.0	11.0	6.0	19.0	4.0	10.0	8.0	"k__Bacteria; p__Actinobacteria; c__Nitriliruptoria; o__Euzebyales; f__Euzebyaceae; g__Euzebya; s__"
denovo75	3.0	12.0	0.0	6.0	5.0	2.0	2.0	0.0	4.0	2.0	5.0	15.0	5.0	19.0	20.0	6.0	0.0	15.0	2.0	14.0	4.0	4.0	4.0	2.0	1.0	3.0	1.0	0.0	7.0	0.0	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__"
denovo192	10.0	0.0	9.0	26.0	22.0	5.0	11.0	3.0	0.0	14.0	31.0	0.0	0.0	12.0	18.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__; g__; s__"
